category,clause,include,reason,occurrences
gaza,against use of Hind Rajab to advance false claims of genocide in Gaza,0,Opposes Palestinian solidarity or a solidarity event.,1
gaza,against violence in Gaza,1,Supports the selected cause in CCC claims_summary.,3
gaza,against war in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,against war on Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,against war on Palestine,1,Supports the selected cause in CCC claims_summary.,1
gaza,against weapons manufacturer Elbit Systems supplying arms to Israel amidst the ongoing genocide in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,"against xenophobia, anti-Palestinian, anti-Arab, and Islamophobia",1,Supports the selected cause in CCC claims_summary.,1
gaza,aganist genocide in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for  Palestinian liberation,1,Supports the selected cause in CCC claims_summary.,1
gaza,for  calling  for peace and justice for the people of Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for American people supporting Palestine people,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Black and Palestinian solidarity,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Egypt allowing aid to enter Gaza,1,Supports the selected cause in CCC claims_summary.,2
gaza,for Egypt and Jordan allowing aid to enter Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Gaza receiving aid,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Palestinan liberation,1,Supports the selected cause in CCC claims_summary.,2
gaza,for Palestine,1,Supports the selected cause in CCC claims_summary.,9
gaza,for Palestine liberation,1,Supports the selected cause in CCC claims_summary.,10
gaza,for Palestinian Liberation,1,Supports the selected cause in CCC claims_summary.,2
gaza,for Palestinian freedom/rights,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Palestinian liberation,1,Supports the selected cause in CCC claims_summary.,8477
gaza,for Palestinian liberation and return,1,Supports the selected cause in CCC claims_summary.,1
gaza,"for Palestinian liberation, for disclosing all current and future UCF investments, for UCF ending all relationships with the military-industrial complex",1,Supports the selected cause in CCC claims_summary.,1
gaza,"for Palestinian liberation, for full transparency and principled stewardship of Stanford’s endowment",1,Supports the selected cause in CCC claims_summary.,25
gaza,for Palestinian liberation~,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Palestinians' right of return,1,Supports the selected cause in CCC claims_summary.,3
gaza,for Palestininan liberation,1,Supports the selected cause in CCC claims_summary.,1
gaza,for Rep. Dan Goldman publicly denouncing Israel's genocide of Palestinians,1,Supports the selected cause in CCC claims_summary.,21
gaza,for US journalists and news outlets accurately reporting on Israel’s genocide in Gaza,1,Supports the selected cause in CCC claims_summary.,117
gaza,for US lawmakers immediately supplying food and aid to people in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,"for UT Arlington to divest from companies supporting Israel, for Palestinian liberation",1,Supports the selected cause in CCC claims_summary.,1
gaza,for a ceasefire in Gaza,1,Supports the selected cause in CCC claims_summary.,153
gaza,for a ceasefire in Gaza and Lebanon,1,Supports the selected cause in CCC claims_summary.,1
gaza,for a ceasefire in Israel and Palestine,1,Supports the selected cause in CCC claims_summary.,53
gaza,for a diplomatic solution for Israel and Palestine,1,Supports the selected cause in CCC claims_summary.,1
gaza,for a peaceful resolution of conflicts in Palestine and Iran,1,Supports the selected cause in CCC claims_summary.,1
gaza,for accountability for Israel's war crimes in Gaza,1,Supports the selected cause in CCC claims_summary.,3
gaza,for accountability for war crimes in Gaza,1,Supports the selected cause in CCC claims_summary.,14
gaza,for acknowledging the suffering of Gaza and its impact on students,1,Supports the selected cause in CCC claims_summary.,9
gaza,for aid for Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for all governments to end the humanitarian crisis in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for allowing aid into Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for allowing aid to enter Gaza,1,Supports the selected cause in CCC claims_summary.,141
gaza,for allowing food into Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for allowing relief aid into Gaza,1,Supports the selected cause in CCC claims_summary.,19
gaza,for allowing the distribution of aid in Gaza,1,Supports the selected cause in CCC claims_summary.,18
gaza,for amnesty for all eight students who were involved with the Palestine solidarity encampment at Bowdoin College,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an effort to get humanitarian supplies to Palestine in solidarity with the Sumud Flotilla,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an end to Israel's genocide of Palestinians in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an end to Israel's starvation of Gaza,1,Supports the selected cause in CCC claims_summary.,2
gaza,for an end to Israel’s imposed starvation on Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an end to the U.S.'s support of Israel's forced starvation and genocide in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an end to the massacres at the U.S. backed Gaza Humanitarian Foundation aid sites in Israel,1,Supports the selected cause in CCC claims_summary.,2
gaza,for an end to the ongoing genocide of the Palestinian people,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an environment in Gaza in which children can flourish,1,Supports the selected cause in CCC claims_summary.,1
gaza,for an immediate end to Israel's deliberate and ongoing starvation of Palestinians in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for awareness to the Gaza Sun Birds para-cycling team,1,Supports the selected cause in CCC claims_summary.,1
gaza,for better coverage of the violence in Palestine by North East Pennsylvania media,1,Supports the selected cause in CCC claims_summary.,1
gaza,for bilateral ceasefire in Gaza,1,Supports the selected cause in CCC claims_summary.,42
gaza,for breaking the siege in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for california senators to take food and aid into gaza and to stop arming israel,1,Supports the selected cause in CCC claims_summary.,1
gaza,for ceasefire in Gaza,1,Supports the selected cause in CCC claims_summary.,1775
gaza,for ceasefire in Israel/Palestine,1,Supports the selected cause in CCC claims_summary.,52
gaza,for ceasefire in gaza,1,Supports the selected cause in CCC claims_summary.,7
gaza,for delivering aid to Gaza,1,Supports the selected cause in CCC claims_summary.,5
gaza,for demanding  an end to the ongoing violence in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for demanding humanitarian access to Gaza by urging Egypt to open the Rafah crossing and oppose the blockade,1,Supports the selected cause in CCC claims_summary.,1
gaza,for divesting the University System of Georgia from partnerships and investments with companies complicit in Israel’s genocide in Gaza,1,Supports the selected cause in CCC claims_summary.,1
gaza,for divestment from companies involved in the genocide on the Palestinians,1,Supports the selected cause in CCC claims_summary.,1
gaza,for dropping charges against pro-Palestine student protesters arrested at Arizona State University,1,Supports the selected cause in CCC claims_summary.,10
gaza,for ending Israel's attacks on Lebanon and Gaza and the West Bank,1,Supports the selected cause in CCC claims_summary.,1
gaza,for ending Israel's occupation of Palestine,1,Supports the selected cause in CCC claims_summary.,106
gaza,for ending Israel's siege on Gaza and settler violence in the West Bank,1,Supports the selected cause in CCC claims_summary.,53
gaza,for ending repression of pro-Palestinian voices on campus,1,Supports the selected cause in CCC claims_summary.,1
gaza,for ending starvation in Gaza,1,Supports the selected cause in CCC claims_summary.,17
gaza,for freeing Ahmad Sa'adat and all Palestinian political prisoners held by Israel,1,Supports the selected cause in CCC claims_summary.,1
gaza,for freeing Dr. Hussam Abu Safiya and all abducted Palestinian healthcare workers,1,Supports the selected cause in CCC claims_summary.,1
gaza,for freeing Dr. Hussam Abu Safiya and other Palestinian healthcare workers detained by Israel,1,Supports the selected cause in CCC claims_summary.,1
gaza,for freeing all Israeli and Palestinian prisoners and hostages,1,Supports the selected cause in CCC claims_summary.,53
gaza,for freeing all abducted Palestinian healthcare workers,1,Supports the selected cause in CCC claims_summary.,9
